Plot,Side,Crop,Crop_ID,sample area (m^2),Corn_weed_management,Year,Block,Dominance,Diversity,Richness,Evenness
11,E,corn,C3,18.532,low,2017,1,0.5401662049861496,1.8512820512820511,3,0.1800554016620499
11,W,corn,C3,18.532,conv,2017,1,0.42,2.380952380952381,3,0.13999999999999999
12,E,oat,O4,2,low,2017,1,0.5943877551020409,1.6824034334763946,4,0.14859693877551022
12,W,oat,O4,2,conv,2017,1,0.3864840053668526,2.587429197880504,4,0.09662100134171316
13,E,soybean,S2,18.532,conv,2017,1,0.76,1.3157894736842106,3,0.25333333333333335
13,W,soybean,S2,18.532,low,2017,1,0.6271101033005793,1.5946163117717964,6,0.10451835055009655
14,E,corn,C4,18.532,conv,2017,1,0.30864197530864196,3.24,4,0.07716049382716049
14,W,corn,C4,18.532,low,2017,1,0.5061728395061729,1.975609756097561,2,0.25308641975308643
15,E,oat,O3,2,low,2017,1,0.3725667722951562,2.6840826245443496,6,0.0620944620491927
15,W,oat,O3,2,conv,2017,1,0.41420118343195267,2.414285714285714,5,0.08284023668639054
16,E,soybean,S3,18.532,low,2017,1,0.4245541838134431,2.355411954765751,3,0.14151806127114772
16,W,soybean,S3,18.532,conv,2017,1,0.19999999999999998,5,6,0.03333333333333333
17,E,soybean,S4,18.532,conv,2017,1,1,1,1,1
17,W,soybean,S4,18.532,low,2017,1,0.5612244897959184,1.7818181818181815,3,0.1870748299319728
18,E,alfalfa,A4,2,conv,2017,1,0.4163456657409895,2.401850390877143,4,0.10408641643524738
18,W,alfalfa,A4,2,low,2017,1,0.34071111111111113,2.9350378293764674,5,0.06814222222222223
19,E,corn,C2,18.532,conv,2017,1,0.34751069502139004,2.8776092774308655,7,0.04964438500305572
19,W,corn,C2,18.532,low,2017,1,0.8725925925925927,1.1460101867572154,4,0.21814814814814817
21,E,oat,O4,2,conv,2017,2,0.23457638769548034,4.263003663003663,8,0.029322048461935042
21,W,oat,O4,2,low,2017,2,0.45117651414608034,2.216427426176318,10,0.04511765141460804
22,E,soybean,S4,18.532,low,2017,2,0.5862721893491122,1.7056923698021809,8,0.07328402366863902
22,W,soybean,S4,18.532,conv,2017,2,0.625,1.6,2,0.3125
23,E,corn,C3,18.532,low,2017,2,0.7551020408163267,1.3243243243243241,2,0.37755102040816335
23,W,corn,C3,18.532,conv,2017,2,0.45999999999999996,2.173913043478261,3,0.15333333333333332
24,E,soybean,S2,18.532,low,2017,2,0.27111111111111114,3.6885245901639343,7,0.03873015873015873
24,W,soybean,S2,18.532,conv,2017,2,0.5092152199762189,1.9638061879743136,6,0.08486920332936981
25,E,soybean,S3,18.532,low,2017,2,0.6428571428571428,1.5555555555555558,3,0.21428571428571427
25,W,soybean,S3,18.532,conv,2017,2,0.5138888888888888,1.945945945945946,3,0.17129629629629628
26,E,oat,O3,2,low,2017,2,0.5699047727987646,1.7546791108434945,3,0.18996825759958821
26,W,oat,O3,2,conv,2017,2,0.6205321150228432,1.6115201385881337,3,0.20684403834094775
27,E,corn,C2,18.532,low,2017,2,0.2032751868992524,4.919439579684764,7,0.029039312414178915
27,W,corn,C2,18.532,conv,2017,2,0.26515704894083275,3.771349862258953,5,0.05303140978816655
28,E,alfalfa,A4,2,low,2017,2,0.9043877551020408,1.1057204106961525,3,0.30146258503401363
28,W,alfalfa,A4,2,conv,2017,2,0.447065981611682,2.2368062906396493,5,0.0894131963223364
29,E,corn,C4,18.532,low,2017,2,0.2839506172839506,3.5217391304347827,4,0.07098765432098765
29,W,corn,C4,18.532,conv,2017,2,1,1,1,1
31,E,oat,O4,2,low,2017,3,0.3071581870975887,3.2556514591039867,9,0.03412868745528763
31,W,oat,O4,2,conv,2017,3,0.4106268212536426,2.4353012230107196,8,0.05132835265670532
32,E,corn,C4,18.532,conv,2017,3,0.5,2,2,0.25
32,W,corn,C4,18.532,low,2017,3,0.6799999999999999,1.4705882352941178,2,0.33999999999999997
33,E,soybean,S3,18.532,low,2017,3,0,0,0,0
33,W,soybean,S3,18.532,conv,2017,3,0.20415224913494812,4.898305084745762,6,0.034025374855824686
34,E,soybean,S2,18.532,conv,2017,3,0.5918367346938775,1.6896551724137931,2,0.29591836734693877
34,W,soybean,S2,18.532,low,2017,3,0.41937869822485196,2.384479717813052,4,0.10484467455621299
35,E,corn,C2,18.532,conv,2017,3,0.6599999999999999,1.5151515151515154,3,0.21999999999999997
35,W,corn,C2,18.532,low,2017,3,1,1,1,1
36,E,oat,O3,2,conv,2017,3,0.5462266578969945,1.8307418459766502,8,0.06827833223712432
36,W,oat,O3,2,low,2017,3,0.34607166337935574,2.8895749228211822,5,0.06921433267587115
37,E,alfalfa,A4,2,conv,2017,3,0.543639053254438,1.839455782312925,4,0.1359097633136095
37,W,alfalfa,A4,2,low,2017,3,0.3137682596338159,3.187065515062144,7,0.044824037090545124
38,E,corn,C3,18.532,low,2017,3,0.6549999999999999,1.5267175572519085,4,0.16374999999999998
38,W,corn,C3,18.532,conv,2017,3,0.5,2,2,0.25
39,E,soybean,S4,18.532,conv,2017,3,1,1,1,1
39,W,soybean,S4,18.532,low,2017,3,0.4822222222222222,2.0737327188940093,5,0.09644444444444444
41,E,soybean,S4,18.532,conv,2017,4,0.7352941176470588,1.36,4,0.1838235294117647
41,W,soybean,S4,18.532,low,2017,4,0.2699167657550535,3.7048458149779733,8,0.03373959571938169
42,E,soybean,S3,18.532,conv,2017,4,0.299931129476584,3.3340987370838118,5,0.059986225895316804
42,W,soybean,S3,18.532,low,2017,4,0.42857142857142855,2.3333333333333335,3,0.14285714285714285
43,E,oat,O4,2,low,2017,4,0.36875755797943033,2.7118088249618495,8,0.04609469474742879
43,W,oat,O4,2,conv,2017,4,0.3726181457956996,2.683712565485964,8,0.04657726822446245
44,E,soybean,S2,18.532,conv,2017,4,0.6276920116389794,1.5931380063112157,8,0.07846150145487242
44,W,soybean,S2,18.532,low,2017,4,0.4759763313609467,2.1009448035803087,4,0.11899408284023667
45,E,corn,C2,18.532,conv,2017,4,0.42857142857142855,2.3333333333333335,3,0.14285714285714285
45,W,corn,C2,18.532,low,2017,4,0.7551020408163267,1.3243243243243241,2,0.37755102040816335
46,E,alfalfa,A4,2,conv,2017,4,0.379319230075498,2.636301881665647,7,0.05418846143935686
46,W,alfalfa,A4,2,low,2017,4,0.6060673886468897,1.6499815346154938,6,0.10101123144114828
47,E,oat,O3,2,low,2017,4,0.7229916897506924,1.3831417624521076,3,0.24099722991689745
47,W,oat,O3,2,conv,2017,4,0.32,3.125,5,0.064
48,E,corn,C3,18.532,conv,2017,4,0.9834722222222221,1.0168055359412513,2,0.49173611111111104
48,W,corn,C3,18.532,low,2017,4,0.76,1.3157894736842106,3,0.25333333333333335
49,E,corn,C4,18.532,conv,2017,4,0.3669304456476468,2.7253121452894438,6,0.061155074274607805
49,W,corn,C4,18.532,low,2017,4,0.359504132231405,2.781609195402299,3,0.11983471074380166
11,E,soybean,S3,18.532,low,2018,1,0.27999999999999997,3.5714285714285716,5,0.055999999999999994
11,W,soybean,S3,18.532,conv,2018,1,0.19999999999999998,5,7,0.02857142857142857
12,E,alfalfa,A4,2,low,2018,1,0.4240676662821991,2.3581142339075254,7,0.0605810951831713
12,W,alfalfa,A4,2,conv,2018,1,0.47670118343195267,2.0977501939487975,7,0.06810016906170753
13,E,corn,C2,18.532,conv,2018,1,0.37617065556711754,2.658367911479945,7,0.05373866508101679
13,W,corn,C2,18.532,low,2018,1,0.7346223005572471,1.3612437292489636,7,0.10494604293674958
14,E,soybean,S4,18.532,conv,2018,1,0.24074074074074076,4.153846153846153,5,0.04814814814814815
14,W,soybean,S4,18.532,low,2018,1,0.21919999999999995,4.562043795620439,7,0.031314285714285704
15,E,corn,C3,18.532,low,2018,1,0.38752362948960306,2.5804878048780484,4,0.09688090737240077
15,W,corn,C3,18.532,conv,2018,1,0.4755555555555555,2.1028037383177574,3,0.1585185185185185
16,E,oat,O3,2,low,2018,1,0.35902199762187864,2.7853446491409652,9,0.039891333069097624
